# Date, Price, taken from https://uk.investing.com/crypto/bitcoin/historical-data
2017-01-01,995.4
2017-01-02,1017.0
2017-01-03,1033.3
2017-01-04,1135.4
2017-01-05,989.3
2017-01-06,886.2
2017-01-07,888.9
2017-01-08,900.9
2017-01-09,899.8
2017-01-10,904.4
2017-01-11,785.4
2017-01-12,810.1
2017-01-13,824.8
2017-01-14,819.6
2017-01-15,821.2
2017-01-16,827.3
2017-01-17,899.7
2017-01-18,872.0
2017-01-19,895.2
2017-01-20,892.9
2017-01-21,919.8
2017-01-22,918.8
2017-01-23,921.5
2017-01-24,893.8
2017-01-25,894.4
2017-01-26,915.6
2017-01-27,918.0
2017-01-28,918.5
2017-01-29,914.5
2017-01-30,920.7
2017-01-31,965.5
2017-02-01,982.4
2017-02-02,1004.0
2017-02-03,1013.0
2017-02-04,1031.8
2017-02-05,1016.1
2017-02-06,1024.7
2017-02-07,1049.6
2017-02-08,1055.5
2017-02-09,979.0
2017-02-10,997.6
2017-02-11,1008.3
2017-02-12,996.5
2017-02-13,995.4
2017-02-14,1008.3
2017-02-15,1008.2
2017-02-16,1031.9
2017-02-17,1049.4
2017-02-18,1052.3
2017-02-19,1048.9
2017-02-20,1077.6
2017-02-21,1119.0
2017-02-22,1120.5
2017-02-23,1171.9
2017-02-24,1176.5
2017-02-25,1149.1
2017-02-26,1171.6
2017-02-27,1188.8
2017-02-28,1189.3
2017-03-01,1222.7
2017-03-02,1255.5
2017-03-03,1283.3
2017-03-04,1264.3
2017-03-05,1271.2
2017-03-06,1277.0
2017-03-07,1232.7
2017-03-08,1147.0
2017-03-09,1191.3
2017-03-10,1112.4
2017-03-11,1179.2
2017-03-12,1225.1
2017-03-13,1238.2
2017-03-14,1243.1
2017-03-15,1253.4
2017-03-16,1172.9
2017-03-17,1071.7
2017-03-18,971.4
2017-03-19,1022.6
2017-03-20,1047.5
2017-03-21,1121.3
2017-03-22,1044.7
2017-03-23,1035.0
2017-03-24,939.7
2017-03-25,966.3
2017-03-26,969.4
2017-03-27,1045.1
2017-03-28,1044.4
2017-03-29,1041.9
2017-03-30,1037.9
2017-03-31,1079.1
2017-04-01,1086.1
2017-04-02,1097.4
2017-04-03,1147.6
2017-04-04,1141.8
2017-04-05,1129.9
2017-04-06,1188.7
2017-04-07,1190.5
2017-04-08,1180.8
2017-04-09,1204.3
2017-04-10,1206.7
2017-04-11,1220.7
2017-04-12,1212.5
2017-04-13,1176.2
2017-04-14,1177.3
2017-04-15,1177.0
2017-04-16,1176.8
2017-04-17,1194.0
2017-04-18,1206.1
2017-04-19,1215.2
2017-04-20,1238.1
2017-04-21,1249.6
2017-04-22,1240.9
2017-04-23,1249.1
2017-04-24,1248.2
2017-04-25,1264.3
2017-04-26,1286.6
2017-04-27,1332.9
2017-04-28,1329.6
2017-04-29,1336.3
2017-04-30,1351.9
2017-05-01,1415.8
2017-05-02,1445.9
2017-05-03,1485.6
2017-05-04,1516.8
2017-05-05,1507.8
2017-05-06,1545.3
2017-05-07,1554.4
2017-05-08,1664.5
2017-05-09,1697.5
2017-05-10,1752.3
2017-05-11,1819.3
2017-05-12,1686.4
2017-05-13,1763.7
2017-05-14,1772.6
2017-05-15,1708.9
2017-05-16,1729.3
2017-05-17,1801.3
2017-05-18,1881.0
2017-05-19,1962.0
2017-05-20,2040.2
2017-05-21,2044.2
2017-05-22,2124.4
2017-05-23,2272.6
2017-05-24,2445.3
2017-05-25,2307.2
2017-05-26,2244.9
2017-05-27,2052.4
2017-05-28,2189.0
2017-05-29,2278.2
2017-05-30,2192.6
2017-05-31,2303.3
2017-06-01,2412.6
2017-06-02,2492.6
2017-06-03,2545.4
2017-06-04,2524.1
2017-06-05,2705.0
2017-06-06,2870.5
2017-06-07,2691.5
2017-06-08,2798.8
2017-06-09,2811.4
2017-06-10,2900.3
2017-06-11,2973.4
2017-06-12,2656.8
2017-06-13,2713.0
2017-06-14,2467.3
2017-06-15,2442.5
2017-06-16,2508.6
2017-06-17,2655.1
2017-06-18,2539.6
2017-06-19,2616.8
2017-06-20,2754.4
2017-06-21,2677.6
2017-06-22,2722.8
2017-06-23,2710.4
2017-06-24,2590.1
2017-06-25,2541.6
2017-06-26,2446.1
2017-06-27,2583.8
2017-06-28,2577.7
2017-06-29,2558.4
2017-06-30,2480.6
2017-07-01,2424.6
2017-07-02,2536.5
2017-07-03,2572.5
2017-07-04,2617.3
2017-07-05,2627.9
2017-07-06,2614.2
2017-07-07,2513.9
2017-07-08,2564.9
2017-07-09,2511.4
2017-07-10,2344.0
2017-07-11,2324.3
2017-07-12,2403.1
2017-07-13,2362.4
2017-07-14,2234.2
2017-07-15,1975.1
2017-07-16,1914.1
2017-07-17,2233.4
2017-07-18,2320.2
2017-07-19,2282.6
2017-07-20,2866.0
2017-07-21,2675.1
2017-07-22,2836.5
2017-07-23,2756.6
2017-07-24,2763.4
2017-07-25,2582.6
2017-07-26,2559.2
2017-07-27,2691.9
2017-07-28,2806.8
2017-07-29,2733.5
2017-07-30,2766.5
2017-07-31,2883.3
2017-08-01,2747.0
2017-08-02,2720.5
2017-08-03,2810.0
2017-08-04,2878.5
2017-08-05,3262.8
2017-08-06,3232.0
2017-08-07,3401.9
2017-08-08,3429.4
2017-08-09,3348.8
2017-08-10,3425.7
2017-08-11,3654.4
2017-08-12,3871.6
2017-08-13,4062.6
2017-08-14,4327.9
2017-08-15,4161.7
2017-08-16,4387.4
2017-08-17,4278.9
2017-08-18,4105.4
2017-08-19,4150.5
2017-08-20,4066.6
2017-08-21,4005.1
2017-08-22,4089.7
2017-08-23,4141.1
2017-08-24,4318.4
2017-08-25,4364.4
2017-08-26,4352.3
2017-08-27,4345.8
2017-08-28,4390.3
2017-08-29,4597.3
2017-08-30,4583.0
2017-08-31,4735.1
2017-09-01,4921.9
2017-09-02,4573.8
2017-09-03,4612.9
2017-09-04,4267.5
2017-09-05,4409.1
2017-09-06,4618.7
2017-09-07,4635.6
2017-09-08,4326.5
2017-09-09,4335.1
2017-09-10,4245.9
2017-09-11,4217.9
2017-09-12,4158.9
2017-09-13,3870.3
2017-09-14,3243.1
2017-09-15,3713.8
2017-09-16,3698.9
2017-09-17,3689.6
2017-09-18,4100.3
2017-09-19,3908.0
2017-09-20,3882.2
2017-09-21,3617.3
2017-09-22,3600.8
2017-09-23,3788.0
2017-09-24,3667.5
